2:21:53, 2:52:54
2:24:16, 2:51:59
2:24:31, 2:51:51
2:25:37, 2:57:26
2:27:33, 2:48:46
2:28:46, 2:40:31
2:21:36, 2:39:47
2:23:57, 2:40:31
